image,FP_x,FP_y,TP_x,TP_y,MTP1_x,MTP1_y,MTP2_x,MTP2_y,B1_x,B1_y,B2_x,B2_y
489527_L_Ant 1201300000.jpg,710.4440307617188,1004.2003173828125,767.1670532226562,1242.3846435546875,1139.2696533203125,1101.742431640625,785.318359375,1151.647705078125,687.7548217773438,913.4634399414062,776.24267578125,1172.0635986328125
