image,FP_x,FP_y,TP_x,TP_y,MTP1_x,MTP1_y,MTP2_x,MTP2_y,B1_x,B1_y,B2_x,B2_y
203909R0000.jpg,1110.5972900390625,926.9362182617188,1110.5972900390625,1228.7615966796875,737.7332153320312,1000.1732788085938,1108.3778076171875,1171.0595703125,440.32977294921875,1173.2789306640625,433.6715087890625,1497.2972412109375
